"component","beta","lambda","omega_i","A_1","A_2","A_3","A_4","A_5","A_6","A_7","A_8","A_9","A_10","A_11","A_12","A_13","A_14","A_15","A_16","A_17","A_18","A_19","A_20","A_21","A_22","A_23","A_24","A_25","A_26","A_27","A_28","A_29","A_30","A_31","A_32","A_33","A_34","A_35","A_36","A_37","A_38","A_39","A_40","A_41","A_42","A_43","A_44","A_45","A_46","A_47","A_48","A_49","A_50","convergence_i","n_iterations_i","pen_loglik_i","loglik_i","df_i","aic_i","bic_i","penalty","HLag_structure","MAD_i_insample","count_non_zero_coef_i","Model_id","loglik_full_data","df_full_data","aic_full_data","bic_full_data","MAD_in_sample","count_non_zero_coef_full_data","pen_loglik_full_data","MSFE_forecast","MAD_forecast","MAPE_forecast"
1,10.7013581098628,0.3824252183,0.0331071978469452,0.484611292175352,-0.0159028523229053,-0.0428425687884241,0.0333003260437319,0.0139439231498606,0.178386342220978,-0.0134493466471027,0.00980167235527076,0.0101283419351093,0.00171200205930257,-0.00125424529788002,0.000346734881543314,-0.00253812087203696,-0.00125819835289159,-0.00149353882488799,0.00104510098531723,-0.000235709665851872,-0.000410272095534587,0.000385244765141874,0.00112520563113884,-0.000132489218084682,-0.000197191257566028,-7.05659341097522e-06,2.20520807600658e-05,-0.00017585901401251,-0.000315662948620797,-3.02982572806487e-05,0.000331977623739597,-0.000133204652448878,2.1778206331874e-05,-3.83090509639296e-05,7.18373785525603e-05,-7.80648101439044e-05,-6.96951912418393e-05,5.63244732011128e-05,-6.68999282405164e-05,-6.13859895526802e-07,-3.47408778106817e-06,-0.000134517668877232,-7.5733570408208e-05,-1.5126327244263e-06,-3.82079837842087e-05,-5.53896100582351e-05,-2.71843337390571e-05,-1.35536546758889e-05,8.80511204996281e-05,-3.66774608031728e-05,2.31876256965746e-05,-4.64223598019386e-05,-5.21773508287156e-05,1,780,-0.581257040928374,-425.309720412633,10,870.619440825267,923.75164469617,"group-mcp","own-other",0.2676687833747,10,"Model7",-1843.53353817482,81,3849.06707634963,4279.49190971194,0.264182077782782,81,-2.6911488247778,0.198853762169445,0.367551581357973,0.250142165368885
2,10.7013581098628,0.3824252183,0.0182120762441741,0.0776566542098559,0.169529767985383,0.0296323414313314,0.0214745598050263,0.0102735985619431,0.0137543240612577,0.0370736273547055,0.0160411212633345,0.00621513458140382,0.0346395084068946,0.00541834368369108,0.0307658484919355,0.00632954741734048,-0.000505824994032792,0.000802642927359482,0.000223652962630241,0.00265218743185691,0.000478106748751955,0.000509303296614557,0.00123290259697701,0.00029033078368643,9.46000653131875e-05,8.95458550264718e-05,-5.99326222911619e-05,0.000254026259593708,0.000104431380453624,0.000172547831937542,-1.77192893554793e-05,0.000220063469623414,-0.000121693914274796,-4.84099789207587e-06,0.000138800465710979,-1.503622033609e-05,-8.43654591576491e-05,-0.000123921723866051,4.113255785095e-05,3.85599867950939e-05,1.84543798643211e-07,3.06555255332282e-05,9.7480078325046e-05,-3.28756258952974e-06,-6.19466201913034e-05,1.18984909752351e-05,-1.93464846274972e-05,-1.44741635666586e-05,1.24297108758552e-05,5.56431716567577e-05,-0.000115284921453255,-6.68166431255575e-05,5.54738283813229e-05,1,821,-0.413524653601752,-363.250801487175,14,754.501602974349,828.886688393613,"group-mcp","own-other",0.253489839544728,14,"Model7",-1843.53353817482,81,3849.06707634963,4279.49190971194,0.264182077782782,81,-2.6911488247778,0.198853762169445,0.367551581357973,0.250142165368885
3,10.7013581098628,0.3824252183,0.015920632473353,0.0987891544183002,0.038592620515331,0.141028540788673,0.0306179017315332,0.0306832497421369,0.0371026274664218,0.0339851897234592,0.0405818327513418,0.0187134282353094,0.0443100243465017,0.0143275879322465,0.00170303791367072,-0.0106033310268997,0.0170637385537353,0.00376805693475563,0.000592974877677788,-0.000773536897488376,0.00523771614326053,0.000355213255523742,0.00296456556374455,0.00109271462147397,-0.000606649566523305,-0.000728307291653936,-0.000207692725395924,0.00193392781015557,0.000215350410200341,-0.000110514094908241,0.000760519634666905,0.000587621036161252,0.00112081003589989,8.54959626643874e-05,-5.40211720831837e-05,6.86047209906493e-05,0.000753421290271075,8.75412591649456e-05,0.000196925013795735,3.98797516110586e-05,0.000376907725247025,8.31810110522091e-05,0.000267926582512088,-1.3605892218898e-05,-2.56126836806716e-05,0.00034792183000927,0.000182305923409292,0.000241849602914295,-1.63463448799863e-05,1.94244670836784e-05,6.44173826200692e-05,-3.60973367231712e-05,0.000216912091824545,5,1500,-0.446904704607004,-358.363719894447,16,748.727439788894,833.738965982339,"group-mcp","own-other",0.255392402420321,16,"Model7",-1843.53353817482,81,3849.06707634963,4279.49190971194,0.264182077782782,81,-2.6911488247778,0.198853762169445,0.367551581357973,0.250142165368885
4,10.7013581098628,0.3824252183,0.0240352613867164,0.207635131887339,0.135888386127958,0.0216424115282248,-0.0132383183298284,0.01197585841871,-0.0210353214658915,0.0307465252265041,0.0545059797827334,0.130341661415576,0.0498142677814703,0.00839415948718231,0.0218127475356589,0.00857903491899184,0.034290806052627,0.0338909912887095,0.000189891111350511,0.00189533000134006,0.00333938832861078,0.0114754113499176,0.0035428203122727,0.000177183135437215,0.000178292368302122,-0.000141904979259894,-0.000472824918893376,-0.000263430418746401,0.000194074544068447,7.57271668513609e-05,-3.82918185394678e-06,-0.000483352710503307,-1.06675627851115e-06,-3.21330845788724e-05,-6.44980079497969e-05,4.36585965138193e-05,0.000105638933101769,1.92795814301306e-05,-5.45661421263701e-05,0.000141512231511786,0.000107909771706442,9.06208950676163e-05,0.000118183386974201,-7.57831849732783e-05,-6.64416510715105e-06,-2.26459357195586e-05,-1.34535036394769e-05,2.42308373917214e-05,9.81613737674274e-05,-3.12536665928527e-06,-7.45668348327728e-06,4.99822654611458e-05,1.2142696441862e-05,1,889,-0.591486159196681,-378.350359894739,18,792.700719789478,888.338686757104,"group-mcp","own-other",0.259146711698786,18,"Model7",-1843.53353817482,81,3849.06707634963,4279.49190971194,0.264182077782782,81,-2.6911488247778,0.198853762169445,0.367551581357973,0.250142165368885
5,10.7013581098628,0.3824252183,-0.00937841130640654,0.0235583470052558,0.0494707493513464,0.0422562064342752,0.0593165332575603,0.262183917529183,0.0583113721082358,0.0421380778631738,0.0463591504311757,0.0393585970850291,0.198675702525322,0.0105429794347759,0.0278293125318172,0.0110685269935054,0.034696034114442,0.0974192671748802,0.00140802523696929,0.00490867836977202,0.00957484251516307,0.011904802086152,0.0381538736277321,0.00181111406328753,0.00432943946264263,0.00206407215977734,0.0036839950440468,0.00904228437083212,0.00107534449045281,0.000298972262620223,-9.90147968837894e-05,-0.000328771400766416,0.00188754163407406,0.000477126014673966,0.000232189678565754,0.000392284469292811,0.000389125902351254,0.00165231874940862,-0.000127052593534426,-1.696272348842e-05,-9.86460976371651e-05,0.000291648849616815,5.11810682523159e-05,0.000200613407886326,2.70991207469838e-06,-3.39295360552936e-05,9.79218751891964e-05,0.000199418565550298,1.00829340514503e-05,3.95023344205089e-06,3.57840056049179e-05,4.26410583804148e-05,3.69987280442612e-05,5,1500,-0.657976266443991,-314.313261228945,23,674.626522457889,796.830591360966,"group-mcp","own-other",0.285212651875377,23,"Model7",-1843.53353817482,81,3849.06707634963,4279.49190971194,0.264182077782782,81,-2.6911488247778,0.198853762169445,0.367551581357973,0.250142165368885
