"component","beta","lambda","omega_i","A_1","A_2","A_3","A_4","A_5","A_6","A_7","A_8","A_9","A_10","A_11","A_12","A_13","A_14","A_15","A_16","A_17","A_18","A_19","A_20","A_21","A_22","A_23","A_24","A_25","A_26","A_27","A_28","A_29","A_30","A_31","A_32","A_33","A_34","A_35","A_36","A_37","A_38","A_39","A_40","A_41","A_42","A_43","A_44","A_45","A_46","A_47","A_48","A_49","A_50","convergence_i","n_iterations_i","pen_loglik_i","loglik_i","df_i","aic_i","bic_i","penalty","HLag_structure","MAD_i_insample","count_non_zero_coef_i","Model_id","loglik_full_data","df_full_data","aic_full_data","bic_full_data","MAD_in_sample","count_non_zero_coef_full_data","pen_loglik_full_data","MSFE_forecast","MAD_forecast","MAPE_forecast"
1,10.8458559525707,0.0023284507,0.0461510620846977,0.00479558700593624,-0.0047724936299479,0.00425667968057112,0.138842387866218,0.00455030398713138,0.0105711269000895,0.0144120586400655,0.0263467095680172,-0.0329062867099149,-0.04169778302104,0.0487484662311271,0.0491548523501456,-0.0647623042913477,0.090394164990106,0.014184255316253,0.024048445092808,-0.027315752400079,0.0896285894555117,0.00205127918261616,0.0158655147578993,-0.0180542751192687,0.0570349466974155,-0.0720526566406881,0.02233284795856,-0.0107182332780935,0.050940014380704,0.0076106172929224,-0.065347180100307,-0.00365931696828531,0.0138977494256881,0.0480555662419985,0.0246962875377579,-0.0104703468209174,-0.0442544737315519,0.0131198421383445,0.0257847759501582,0.0889100844481838,-0.0504043683373304,-0.0331561192921278,-0.0306479274728232,-0.00773301279799733,-0.0286290282561352,0.019008679783779,-0.0478616780975324,0.0441035726032587,-0.0576352300223592,0.0283642518369059,-0.0202066664111571,0.0681603687194856,0.0440942063471269,4,1235,-0.214207478128254,-318.282348630666,50,736.564697261332,1002.22571661585,"group-scad","elementwise",0.246932428430765,50,"Model13",-1174.04721957509,250,2848.09443915018,4176.56614705855,0.243096236205342,250,-0.78585412165852,0.16932177652171,0.330332089916091,0.236277196072767
2,10.8458559525707,0.0023284507,0.0295376116877447,0.00912165078244448,0.0782424353694344,0.108024962595875,0.0851430949179953,0.0665140683166499,0.12367792587052,0.02694361245742,0.156417950174237,0.0542498561397139,0.00317733964432441,-0.00205300563575441,0.0174075701080628,-0.0556854738538372,0.0408891647447291,-0.0839414823666585,-0.00448232732785042,0.0387899092566152,0.0595682932964334,0.00963491888101461,0.19306372290138,0.035817153541231,0.0355667873535918,-0.0719277856540404,0.000896201243942542,-0.0154306080871814,0.0293403440502235,-0.00215034192200182,0.00366588677960174,-0.0796360487641154,0.0296337677110513,-0.0115714948023529,0.0140845923870366,0.00661555676748671,-0.0368501284015451,-0.0288387393969189,-0.0128526541456054,0.0185454408678875,-0.0615501482793589,0.0137920191201724,-0.00426586715706425,0.0116156959318649,0.00383680980257867,-0.0013343095402832,-0.0449391591111058,0.00124130701602064,-0.0252255146079533,0.0110496780156589,0.0441065063217806,0.0102725830965349,-0.00109283291846574,4,1554,-0.161361012921705,-240.960412186683,50,581.920824373366,847.581843727882,"group-scad","elementwise",0.239149440885867,50,"Model13",-1174.04721957509,250,2848.09443915018,4176.56614705855,0.243096236205342,250,-0.78585412165852,0.16932177652171,0.330332089916091,0.236277196072767
3,10.8458559525707,0.0023284507,0.028488166852577,0.156480235478651,-0.0208156856031448,0.0565434517019303,-0.048962568331033,0.0390401882707256,0.137175606642271,0.106534214387599,0.0710965060414501,-0.0606157557310415,-0.00576118068858213,0.0580459570023337,0.0746430338862326,0.00177261053201011,0.0718247280448577,0.128174282838177,0.0035434833458224,-0.0443542383436213,0.129616365937929,0.0718991797563344,0.172510534462559,-0.0340872205775405,0.0349565187603228,-0.0699202114359784,0.0263310179850906,0.0182801664167677,0.0794425612504543,0.00161575688688428,-0.0088605810924028,-0.0475140191189447,-0.0055451823399241,0.0414301743095687,0.00815379364710673,-0.00238960577430919,-0.0256483941502022,-0.00921104950522637,-0.0107295714979258,-0.00272183484300062,-0.0224384931497874,-0.0225824410834831,0.0383911756600052,0.0117832906039771,-0.0185680926457339,0.0311412443523709,-0.026896257958969,0.0017984448522056,-0.0451706612803022,0.0295638519745935,-0.0287876932632175,0.0172952932184103,0.0175554642354442,4,1015,-0.138304512242548,-206.753184205822,50,513.506368411643,779.167387766158,"group-scad","elementwise",0.242836697130738,50,"Model13",-1174.04721957509,250,2848.09443915018,4176.56614705855,0.243096236205342,250,-0.78585412165852,0.16932177652171,0.330332089916091,0.236277196072767
4,10.8458559525707,0.0023284507,0.0376338435580499,0.0852811899256649,0.0514977119281296,0.0577014828409843,0.0846712072346048,-0.0186689592702541,-0.00595945961429687,0.141876329721857,0.0612337755843004,0.139343298267536,0.0904130464061951,-0.00256638971051671,0.00951238361645415,-0.0646589883937874,0.161864197624644,0.0385873082655339,-0.0299343340285478,0.0265151175725212,0.0134095112945098,0.0506184915955373,0.0184705727093294,0.00916355026147435,0.0304383550639912,-0.010864417768432,0.01262908322909,-0.0577274151313213,-0.000618159058231538,0.00507291646513168,-0.0018824338513258,-0.0262177380012354,0.0374004215128206,0.031638562183227,-0.0162603611197515,0.000375682335208116,-0.0107111811064895,-0.0100460918639619,-0.000360457566764856,0.0201490531474664,-0.0674463010464255,-0.00276575335642104,0.0278767559612166,0.0479177686204623,-0.0474778192141573,0.0364825522699127,-0.036865570429592,0.0174973740097074,-0.00710309381433198,0.0368201787156514,0.0306464244994629,-0.0615543422175993,0.0109908822865941,4,878,-0.179384510621971,-267.943369384066,50,635.886738768131,901.547758122646,"group-scad","elementwise",0.246320345079196,50,"Model13",-1174.04721957509,250,2848.09443915018,4176.56614705855,0.243096236205342,250,-0.78585412165852,0.16932177652171,0.330332089916091,0.236277196072767
5,10.8458559525707,0.0023284507,0.0298981403589267,0.0587111157817306,0.0575733613082146,0.0131553604429321,0.0231980850842778,-0.00430223324372757,0.1819785608016,0.128818925861564,0.0515219657391242,0.0705932838101203,0.00408864671924609,0.0488685449854858,0.0946158879472336,-0.0456036048096533,0.186190110248478,0.0311795631798744,0.0615312100415447,0.0527957118030334,0.181912080715551,0.152217246443176,-0.0473345274173414,-0.0272772649702787,0.0579458756141841,-0.0296544395011967,0.0497947836073293,0.0896109438954125,0.0293317112530483,0.0126001607490531,-0.0047019653276051,-0.0410859103632288,-0.0189176641895411,0.0665783399350657,0.0197564330501399,0.00237619628335002,-0.00406784553873604,-0.00780394700088695,-0.00615067541020048,0.0586211824756201,-0.0839766910782145,-0.0262769402117183,0.0509875151649907,0.021242802057299,0.0117005892694015,0.0101771458626628,-0.0259854660786065,0.0319382285889307,0.0102410363642293,0.0348366994063523,-0.00258647576834466,-0.0240865577837222,0.0277235939202993,1,1955,-0.092596607744042,-136.205389037985,50,372.41077807597,638.071797430485,"group-scad","elementwise",0.240242269500145,50,"Model13",-1174.04721957509,250,2848.09443915018,4176.56614705855,0.243096236205342,250,-0.78585412165852,0.16932177652171,0.330332089916091,0.236277196072767
1,10.8458559525707,0.0014339722,0.0461442872914274,0.00560324862081998,-0.00394400490181595,0.0032382362423668,0.139469358051523,0.0031372288730778,0.0113193048571071,0.0142750328265766,0.0258169944240269,-0.0334726962012073,-0.0410099651161921,0.0492450834358235,0.0490427448866314,-0.0644816375093309,0.0897359251855906,0.0144184589048335,0.0234805299595726,-0.02738792874601,0.0903319491919671,0.00201834856093431,0.0166744625298796,-0.0186579289406646,0.0570579517319322,-0.071120714776229,0.0226029843181348,-0.010007213683147,0.0498369423671296,0.00715162524720191,-0.0649191491916914,-0.00311116922140265,0.0141109356016459,0.0477546011969747,0.0245028363429577,-0.0109702602015809,-0.0442492298714347,0.0128914881989004,0.0258458653086277,0.0882290507847901,-0.0500554239311453,-0.0332239106434038,-0.0305838814471243,-0.00673934799938471,-0.0283584612653532,0.0177569788223375,-0.0474605566748509,0.0431049620055067,-0.0575700926539285,0.0280267402458337,-0.0190648335897038,0.0670327875612444,0.0443582749814816,4,1277,-0.213809896765344,-318.27315596347,50,736.546311926941,1002.20733128146,"group-scad","elementwise",0.24695395287455,50,"Model14",-1174.01616717898,250,2848.03233435797,4176.50404226633,0.243112172679312,250,-0.783885507094831,0.169367802336177,0.329958791046208,0.235960089704061
2,10.8458559525707,0.0014339722,0.0294853687578417,0.0101803194758039,0.0784388269919494,0.108020765823901,0.0848703450155643,0.065691762133745,0.123921396240053,0.0271056449382833,0.155759374849675,0.0544781419277781,0.00311913851256267,-0.0021288087879752,0.0162670894222579,-0.0554034098150424,0.0404062495178502,-0.0828856459113781,-0.00422183600363267,0.0390886062255089,0.0596375181686831,0.0092706218234808,0.192772836832784,0.0357527900459266,0.0354876971421629,-0.07116885687878,0.00060060621474933,-0.014715670253457,0.0293211413705223,-0.000846285498262456,0.0035073576321838,-0.0789669077837659,0.0283950921741417,-0.0112006147098952,0.0139760791658245,0.00672182961426502,-0.0370244427358334,-0.0288254592743672,-0.0125481064840177,0.0189368342115852,-0.0615576213113207,0.013669048142577,-0.00537260483717415,0.0105683120689833,0.00368613768720137,-0.00116884611255336,-0.0453745883639972,0.00434487702906626,-0.0248580741578712,0.0128969865117338,0.045793635028168,0.0112359584723881,-0.00641365853234394,1,1617,-0.160972853073206,-240.942777714847,50,581.885555429693,847.546574784208,"group-scad","elementwise",0.239202063337987,50,"Model14",-1174.01616717898,250,2848.03233435797,4176.50404226633,0.243112172679312,250,-0.783885507094831,0.169367802336177,0.329958791046208,0.235960089704061
3,10.8458559525707,0.0014339722,0.0284699094612961,0.156159986990915,-0.020465780001494,0.0567375036821679,-0.0485373958946407,0.0386166974618962,0.137035854225456,0.106782970494644,0.0709293061153426,-0.0607422889260047,-0.00585026566099063,0.0585163230538054,0.0749338202887261,0.00156381802734997,0.0716396490440235,0.127580052150633,0.00384613179192203,-0.0442315504046216,0.129702497864348,0.0717202282996941,0.172053849137299,-0.0339052625649,0.034802914589817,-0.0698715907117631,0.0266070202898437,0.0182113478164679,0.0793104219392171,0.00169195216481097,-0.00868464132343279,-0.0475112409728713,-0.00500792845615031,0.0413261902625894,0.00828247107058614,-0.00218888161451037,-0.025545549923907,-0.00981059390310658,-0.0105252038987898,-0.00236016187795012,-0.0228179000641565,-0.0222860670611682,0.0383145090480278,0.0115439352606216,-0.0186295982220078,0.0308220800856754,-0.0267186673663446,0.00207798708980178,-0.0449505825045014,0.0297925983093782,-0.0291902103396005,0.01722225336776,0.0179789110320974,1,1056,-0.137908792604962,-206.752648605232,50,513.505297210464,779.166316564979,"group-scad","elementwise",0.242839262688536,50,"Model14",-1174.01616717898,250,2848.03233435797,4176.50404226633,0.243112172679312,250,-0.783885507094831,0.169367802336177,0.329958791046208,0.235960089704061
4,10.8458559525707,0.0014339722,0.0376315644602031,0.0856198050426166,0.0512919909795624,0.0577051315989977,0.0852815534149012,-0.0191077014962651,-0.00690380860957424,0.142033329387611,0.0616406997334974,0.139746822770155,0.0904944996829303,-0.00117431501225681,0.00973103556014854,-0.0652502061486201,0.16173745067554,0.0374106377093242,-0.0301931525675653,0.0262179774552705,0.0136310326120891,0.0499471643745713,0.0194002866566585,0.00951714402178719,0.0311341876829138,-0.0111120291779287,0.0126357357773167,-0.0581472906019775,-0.000524126676904462,0.00465543606478993,-0.00211182299847451,-0.0260887574177706,0.0377668964648529,0.0322868255067008,-0.0165672122765166,0.000805570384724174,-0.0105495655732277,-0.0107575238247513,-0.000424599747289653,0.0201438660364125,-0.0677221750647011,-0.00288650386482769,0.0284009527233295,0.04858727042106,-0.0470022160993068,0.0364790577414159,-0.0369371691143434,0.0170454162555038,-0.00786390436023904,0.0373551447238666,0.0308769131851088,-0.0614463592504489,0.0111761043183095,4,865,-0.178989554934085,-267.942173937599,50,635.884347875199,901.545367229714,"group-scad","elementwise",0.24631214335013,50,"Model14",-1174.01616717898,250,2848.03233435797,4176.50404226633,0.243112172679312,250,-0.783885507094831,0.169367802336177,0.329958791046208,0.235960089704061
5,10.8458559525707,0.0014339722,0.0299079887583947,0.0579535410445311,0.0586787501230924,0.0128319325303438,0.0236056147711172,-0.00465360301176303,0.183127270383002,0.128645778849839,0.0511896307913621,0.0704685598389705,0.00351464078456293,0.0483318008428787,0.0956877705073229,-0.0448491068789474,0.184670144788965,0.0309667340463204,0.0614584182415796,0.053204541449647,0.18229494306535,0.152067776190688,-0.0468272847824195,-0.0274750585017935,0.0576069348340018,-0.029328076342824,0.0496770144566184,0.0901132464478348,0.0288131560843033,0.0128928787388756,-0.00457101702262197,-0.0411869342366395,-0.0183438837106252,0.0663114308245529,0.0200394397430302,0.00295437488529676,-0.00417205553090605,-0.00833705258998003,-0.00610806672899653,0.0584827745323401,-0.0840592715711062,-0.0263467527747098,0.0508852606904464,0.0213889663974939,0.0124480819147291,0.0096694694035056,-0.0266870359573521,0.0324204750490597,0.0109303252188924,0.0354616143249779,-0.00580609306498597,-0.0226958963920482,0.027626178250182,1,1958,-0.0922044097172339,-136.199955772448,50,372.399911544897,638.060930899412,"group-scad","elementwise",0.240253441145359,50,"Model14",-1174.01616717898,250,2848.03233435797,4176.50404226633,0.243112172679312,250,-0.783885507094831,0.169367802336177,0.329958791046208,0.235960089704061
1,10.8458559525707,0.0008831092,0.0461462896574168,0.00580790144443485,-0.00396319881021624,0.00298108789178503,0.139506233078628,0.003176333680892,0.0117661475836369,0.0146370982120455,0.0260335365920818,-0.0338852188528111,-0.0414305621107887,0.0487531545208831,0.0488370987020765,-0.0648197024487614,0.0901550686544865,0.0154139908344059,0.0233045355946592,-0.027283366271621,0.0903158481539273,0.00223092484448394,0.0169472493914338,-0.0187122332531931,0.0569541851154591,-0.0711881192813125,0.0221482748022089,-0.0101884572047301,0.0498990886338661,0.00751169223319571,-0.0654737315752298,-0.00353607024307729,0.0140659775334467,0.0484305833342715,0.0239517520739215,-0.0108388867667002,-0.0439162653943477,0.0128438331900729,0.0259196311031383,0.0887616100117867,-0.0503674186249404,-0.0334182688446507,-0.0309703147932276,-0.00672107902305793,-0.0286949878485079,0.018279777546646,-0.0478987965777952,0.0436982838198693,-0.0577720449512437,0.0283817909195407,-0.019593022994028,0.0674649673332057,0.0443865650585282,4,1290,-0.213659812408223,-318.2790302823,50,736.558060564599,1002.21907991911,"group-scad","elementwise",0.246955935119197,50,"Model15",-1174.01869692108,250,2848.03739384215,4176.50910175052,0.243111217063431,250,-0.783137311872947,0.169164013937198,0.329783025950437,0.235819687748978
2,10.8458559525707,0.0008831092,0.0294544107294425,0.0118787789757828,0.078677695179548,0.107228266780847,0.0843756217488194,0.0651780434704076,0.123970614294729,0.0267872318405637,0.156651697506445,0.0538439118669437,0.00291065120823633,-0.00209970357944195,0.0168526982853678,-0.054911539943272,0.0404357549315558,-0.0829702306038618,-0.004007742297765,0.0387482858367142,0.0601834867214928,0.00983197421831321,0.192702091157587,0.0350310449548178,0.0353441416882317,-0.0721652617154405,0.00159215213298057,-0.0142856387484598,0.0296468714770029,-0.000967145947580515,0.00340562699007993,-0.0795184553360333,0.0291455020225127,-0.0108603439965499,0.0132410779110802,0.00727414330442759,-0.0375300571718216,-0.0290225377586604,-0.012409639195488,0.0187890677634214,-0.0611250418484976,0.0135678473124192,-0.00536293650350762,0.0102954793068828,0.00388192303374287,-0.00132895249237133,-0.0453715973419934,0.00474609895879674,-0.0240500678034429,0.0121412094221844,0.0447395485739791,0.0116417919312873,-0.00637002767480521,1,1407,-0.160824174884994,-240.943391434319,50,581.886782868638,847.547802223153,"group-scad","elementwise",0.239202468146698,50,"Model15",-1174.01869692108,250,2848.03739384215,4176.50910175052,0.243111217063431,250,-0.783137311872947,0.169164013937198,0.329783025950437,0.235819687748978
3,10.8458559525707,0.0008831092,0.0284594591987938,0.156506778550168,-0.0209186926861138,0.0567169852981625,-0.0489541690728772,0.0388243045267701,0.136981698327679,0.106469176910838,0.0713461633413301,-0.0605324299531971,-0.00633861004204672,0.0583820161305483,0.0750472973177566,0.0017152674354026,0.071486566653729,0.127855360124291,0.00399178195501939,-0.0445518636306316,0.129699516898073,0.0718744967366007,0.172059849857852,-0.0338546264432535,0.0346425809021027,-0.0700386379539267,0.0263396314118711,0.0189194279451042,0.0794115682553147,0.0018916675710804,-0.00885144527782156,-0.0473504055876683,-0.0052371754739554,0.0414972218014734,0.00811900595624605,-0.0022786833723968,-0.025397567939928,-0.00968555188222748,-0.0105322274172515,-0.00273698290595332,-0.0227760491515447,-0.0224287759227835,0.0386472620139455,0.0118087814467348,-0.0185873360765347,0.0308242304051272,-0.0269290278187049,0.00220835803250902,-0.0448032477940877,0.0297504484746116,-0.0285187089327285,0.0166500761140033,0.0175957226144533,1,1122,-0.137758653304046,-206.752458414121,50,513.504916828242,779.165936182757,"group-scad","elementwise",0.242836291197954,50,"Model15",-1174.01869692108,250,2848.03739384215,4176.50910175052,0.243111217063431,250,-0.783137311872947,0.169164013937198,0.329783025950437,0.235819687748978
4,10.8458559525707,0.0008831092,0.0375882713983995,0.0860355661054073,0.051471047701198,0.0573853403141687,0.0847895065416827,-0.0189381576378887,-0.00521695683374085,0.142005667603929,0.0614424394907683,0.139116633736101,0.089644783958604,-0.00153909614693245,0.00883850423428197,-0.0649627165662613,0.161962802136098,0.0380835589210899,-0.0298087824313628,0.0268237866756428,0.0125634248266856,0.0506807179617793,0.0196228143078653,0.00997827967092128,0.0305728049041742,-0.0106164551008952,0.012309474421583,-0.0580891600340696,-0.000389473103321776,0.00484434571157019,-0.00168277051336259,-0.0257365709724252,0.0370274130133695,0.0319046925429538,-0.0166736057462831,0.000878152690081086,-0.0109970495961037,-0.00956114673518731,-0.000774885570090875,0.0201960442963876,-0.0672909705139372,-0.00270556411377859,0.028350377303571,0.0484955657951417,-0.0474195403286355,0.036511952484962,-0.036946194532219,0.0168943300264756,-0.00753017726963341,0.0368464168763423,0.030644604277851,-0.0614405144932842,0.0111602104326632,4,864,-0.178840245015435,-267.948117204956,50,635.896234409913,901.557253764428,"group-scad","elementwise",0.246320045431204,50,"Model15",-1174.01869692108,250,2848.03739384215,4176.50910175052,0.243111217063431,250,-0.783137311872947,0.169164013937198,0.329783025950437,0.235819687748978
5,10.8458559525707,0.0008831092,0.0298711328846899,0.0572911047773197,0.0589623578147365,0.012721498845515,0.0238426207396278,-0.00434336651131732,0.182198327370645,0.127225148891585,0.0515998655428351,0.0713433836079602,0.00373442900181293,0.0483038901508109,0.0947200278832575,-0.0446291868503878,0.185057316748013,0.031268088740207,0.0613814431713391,0.051941622249138,0.182358852180095,0.153433849177096,-0.0468208178709005,-0.02759536011829,0.0578292592788894,-0.0296485689577411,0.0486199315135067,0.0905833443043964,0.0291769744762799,0.0117085934059089,-0.00459616543171332,-0.0415692128053313,-0.0175703143267423,0.0658632102817622,0.0194959557334133,0.00223104066825423,-0.00352754450846403,-0.00807841178099731,-0.00624187038159759,0.0583311316841843,-0.0839642027448234,-0.0261022397340784,0.0516268309253716,0.0212616328498686,0.011828480310751,0.00974638161763997,-0.0265039484534248,0.0323597601599498,0.0113628669850305,0.0348902907688819,-0.00613452735717933,-0.0231899996327026,0.027932696921942,1,1976,-0.0920544262602497,-136.195840989887,50,372.391681979774,638.052701334289,"group-scad","elementwise",0.240241345422101,50,"Model15",-1174.01869692108,250,2848.03739384215,4176.50910175052,0.243111217063431,250,-0.783137311872947,0.169164013937198,0.329783025950437,0.235819687748978
1,10.8458559525707,0.0005438612,0.0461300500676177,0.00562357107092419,-0.0036079691064697,0.00308846843547297,0.139537125242684,0.00278305620032077,0.0115361874599178,0.014799786454548,0.02531114253336,-0.0338031805488729,-0.0412640955807025,0.0493103436668109,0.0486807750130135,-0.0654518400067065,0.0910623556598758,0.0146471041332894,0.0234109144606183,-0.0269209481695641,0.0896985005509304,0.00203033091102723,0.0169405493651257,-0.0184376883932943,0.0571454039757784,-0.0707497936599883,0.0219782032896325,-0.0102627327540687,0.0498963835695917,0.00733635473242712,-0.0648210562405277,-0.00359501836997795,0.0143469713954682,0.047850878365008,0.0235857549535862,-0.0109036672073227,-0.0434910686033778,0.0136566263429864,0.025680144674715,0.0882519824478145,-0.0506043278765418,-0.0334517549673202,-0.0298493143222443,-0.0065407824371284,-0.0285229835683411,0.0182161338687213,-0.047898989552658,0.0431980740356394,-0.0576032477015789,0.0281703953147115,-0.0189820503688063,0.0671627308147641,0.0437304209726681,1,1283,-0.21360289017358,-318.27640352122,50,736.552807042441,1002.21382639696,"group-scad","elementwise",0.246949303948067,50,"Model16",-1174.017670373,250,2848.03534074599,4176.50704865436,0.24310848278266,250,-0.782852220605695,0.169269453642084,0.330051673670543,0.236092404319996
2,10.8458559525707,0.0005438612,0.0294730817289379,0.0110475301497536,0.0782654320383641,0.108011517072004,0.0844211451252182,0.0657332304567108,0.123775478636472,0.027431348868911,0.156353072609613,0.0540442239532559,0.00266569450018873,-0.001798922504003,0.0168893076855992,-0.0553742844061931,0.040422188625701,-0.0836186085749241,-0.00387776799618055,0.038825586171919,0.0599884068246303,0.00892078628863939,0.192656695288339,0.0353642716078191,0.0360381160584227,-0.0715130557398902,0.000784503767103221,-0.0145403959922479,0.0291207706637552,-0.00074469305716032,0.00392412417700168,-0.0785947900890892,0.028260601350283,-0.0118447869392933,0.0135710197818802,0.00741495151366899,-0.0366116974158496,-0.0287554571658685,-0.0129270659016371,0.0189870747997155,-0.0622059007615011,0.0140583956988672,-0.00503664235750261,0.0111536746482296,0.00302431368152453,-0.00129477142833829,-0.0456929182918463,0.004598423792091,-0.024821892956407,0.0125956548477804,0.0460898792929887,0.0114145802792294,-0.00691634049242359,4,1407,-0.160766301640759,-240.943603158643,50,581.887206317286,847.548225671801,"group-scad","elementwise",0.239217680590546,50,"Model16",-1174.017670373,250,2848.03534074599,4176.50704865436,0.24310848278266,250,-0.782852220605695,0.169269453642084,0.330051673670543,0.236092404319996
3,10.8458559525707,0.0005438612,0.0284812168845436,0.155868302160556,-0.0209260099281468,0.056961224761749,-0.0485112292275932,0.0389698312580447,0.137255821374762,0.106455532360942,0.070955070469114,-0.0601625123365412,-0.00605484926119562,0.0584219002266649,0.0743592728207693,0.00137185713392586,0.0717967414451412,0.128441966109733,0.00379607268199062,-0.04475518439364,0.130033489394616,0.0715196361626149,0.172487972109115,-0.0338533749055272,0.0342855505166935,-0.0696941783786635,0.026509484714891,0.0186637047100098,0.0793879288443933,0.00173920468410806,-0.00843500485047776,-0.0476025891292457,-0.00558402679208713,0.0416280838878892,0.0083928838158835,-0.00290382040568368,-0.0257236305975267,-0.00946203884509115,-0.0104732882895366,-0.00282157096588907,-0.0226678507659361,-0.0229747635797349,0.0387061723804223,0.0114947178434989,-0.0183067324031839,0.0309746467467489,-0.0267686186315327,0.00174945466629089,-0.0449234690248695,0.0297295110796225,-0.0285786483859715,0.0171199778199472,0.0174238685084944,4,1019,-0.137702188280019,-206.75313304546,50,513.506266090921,779.167285445436,"group-scad","elementwise",0.242836879098925,50,"Model16",-1174.017670373,250,2848.03534074599,4176.50704865436,0.24310848278266,250,-0.782852220605695,0.169269453642084,0.330051673670543,0.236092404319996
4,10.8458559525707,0.0005438612,0.0376570061952479,0.0850948869121067,0.0514738441834509,0.0579048388812475,0.0851779767746666,-0.0189318569752331,-0.00671011833645496,0.141498030955103,0.0623459414396219,0.139760353616452,0.090220516984302,-0.00287752211506544,0.0091995642532847,-0.0640759092913246,0.162027674388641,0.038153568942217,-0.0300361129251982,0.0257981245096704,0.0133944470397076,0.05094963640878,0.0186050920982974,0.009506543587496,0.0302910916399282,-0.0103370910982793,0.0125446541996321,-0.0587490289063834,-0.000297091577010138,0.00453897765288946,-0.00182463851969957,-0.0258951539691087,0.037683560420415,0.031808576185976,-0.0163333265097897,0.0010527222709662,-0.0110407390375259,-0.0104229276224178,-0.000401428159941964,0.0208641368672748,-0.0678653822818403,-0.00280925724310053,0.0279160356431363,0.0481381549322885,-0.0469733221542667,0.0369599986675665,-0.0370814409358471,0.016593375881236,-0.00798804730834313,0.0372496577009237,0.0306450814221431,-0.0612569385474306,0.0110403884036275,4,822,-0.178782893415625,-267.939404384419,50,635.878808768837,901.539828123352,"group-scad","elementwise",0.246317274054775,50,"Model16",-1174.017670373,250,2848.03534074599,4176.50704865436,0.24310848278266,250,-0.782852220605695,0.169269453642084,0.330051673670543,0.236092404319996
5,10.8458559525707,0.0005438612,0.0298236452344977,0.0575151352415721,0.0590293131213883,0.0130701357157243,0.0238505891991787,-0.00537628636834916,0.182517808716752,0.128157221701323,0.0516888560032936,0.0708055441677708,0.00304139161622081,0.0491903546164805,0.0960309809498281,-0.0458401287119245,0.18513679463232,0.0304387580977906,0.0625803348062607,0.0530587399106312,0.181608829581643,0.153035711583254,-0.0485082572349164,-0.02706081841006,0.0575747997793531,-0.030445025086862,0.0492527494887447,0.0908190202851972,0.029250628062845,0.0134665816081994,-0.00400434280830229,-0.0422196827812264,-0.0167244669794146,0.066523099953507,0.0199628670938372,0.00241867231828242,-0.00391542485363412,-0.00757785054930043,-0.00610328264853145,0.0581482663429476,-0.0837458004078914,-0.026153057857265,0.051606610471988,0.0212110580924124,0.0111917718982287,0.0102139928241948,-0.0258350166475546,0.0325099495547093,0.0112195911699672,0.0344346974311015,-0.00637453847625907,-0.0233870014764772,0.0281209980318413,1,2121,-0.0919979470957121,-136.202287994518,50,372.404575989036,638.065595343551,"group-scad","elementwise",0.240221276220988,50,"Model16",-1174.017670373,250,2848.03534074599,4176.50704865436,0.24310848278266,250,-0.782852220605695,0.169269453642084,0.330051673670543,0.236092404319996
1,10.8458559525707,0.000334936,0.0461515258904641,0.00506783480508728,-0.00421411777087792,0.00312642019804247,0.139457076306115,0.00391935245224972,0.0112909641117526,0.0145927167433931,0.0265138080955178,-0.0334728845589476,-0.0421010112609386,0.0488979942935208,0.0484160337428009,-0.0651986493929722,0.0909721748724021,0.0149049041232443,0.0240391697375586,-0.0272393779499661,0.0894353803873112,0.00227355672525013,0.0168494932826551,-0.018121044918453,0.0569630213296777,-0.071815756940279,0.0219194167702953,-0.00969635594850302,0.0506730422797726,0.00772532399075615,-0.0644882348760211,-0.00431409037168702,0.0132551387417378,0.0480327272107566,0.0239717789174706,-0.0108176399169188,-0.0443003922755239,0.0139209111002408,0.0256636827597151,0.089007655935439,-0.0501810700492379,-0.0334189239260422,-0.0302855209301464,-0.00696651061162098,-0.0284401064002097,0.0182798471267384,-0.0477598510713555,0.0434152588978531,-0.0576703177549661,0.0281254481110582,-0.0190607296398346,0.067084847897496,0.0437539363099386,4,1300,-0.213581506804382,-318.283851798105,50,736.567703596211,1002.22872295073,"group-scad","elementwise",0.246949231974753,50,"Model17",-1174.01834985519,250,2848.03669971038,4176.50840761875,0.243114173879143,250,-0.782744806901364,0.169154352498803,0.329891632253708,0.235980210597835
