"component","beta","lambda","omega_i","A_1","A_2","A_3","A_4","A_5","A_6","A_7","A_8","A_9","A_10","A_11","A_12","A_13","A_14","A_15","A_16","A_17","A_18","A_19","A_20","A_21","A_22","A_23","A_24","A_25","A_26","A_27","A_28","A_29","A_30","A_31","A_32","A_33","A_34","A_35","A_36","A_37","A_38","A_39","A_40","A_41","A_42","A_43","A_44","A_45","A_46","A_47","A_48","A_49","A_50","convergence_i","n_iterations_i","pen_loglik_i","loglik_i","df_i","aic_i","bic_i","penalty","HLag_structure","MAD_i_insample","count_non_zero_coef_i","Model_id","loglik_full_data","df_full_data","aic_full_data","bic_full_data","MAD_in_sample","count_non_zero_coef_full_data","pen_loglik_full_data","MSFE_forecast","MAD_forecast","MAPE_forecast"
1,10.8458559525707,0.0061393116,0.0461948807380054,0.00485973980338423,-0.00399566227795043,0.00320927840784123,0.139618819077824,0.00388800410908258,0.0112666092168048,0.0148639251090518,0.025861428917146,-0.0335949063449794,-0.0411814624076095,0.0487123679017779,0.0484675092865416,-0.0649985607611299,0.0907855465789078,0.0145268033051163,0.024024783288022,-0.027065834602467,0.0893102335977121,0.00173832072354812,0.0169712721953104,-0.01821824572802,0.0567661287117808,-0.0709648515221492,0.0213739692216997,-0.00941000395605081,0.0500891581317157,0.00764587382604826,-0.0655973671545565,-0.00300416862512774,0.0135624588901463,0.0476713065461834,0.024107665098317,-0.0110767453572879,-0.0437080968090521,0.0136291103421234,0.0257481525693581,0.0882579959583075,-0.0506253638876514,-0.0335376419081497,-0.0302571685484014,-0.00642002550987262,-0.0286355137042454,0.017471676461948,-0.0479387890868281,0.043372522852079,-0.0583528337113839,0.0276060576981599,-0.0153402309052019,0.0665733316581863,0.0429237859833384,1,1079,-0.217991791363937,-318.283108182817,50,736.566216365634,1002.22723572015,"group-scad","elementwise",0.24694221888202,50,"Model11",-1174.98420887216,242,2833.96841774433,4119.92903099962,0.243173623553471,242,-0.804016248732225,0.168731413410107,0.328886414466944,0.235329370404136
2,10.8458559525707,0.0061393116,0.0290659435857773,0.00905889336996777,0.0766052362137079,0.107993125212717,0.084465321858918,0.0671824693335664,0.124126865077373,0.030115060117336,0.157986711426573,0.0547727501185561,-0.000259657702288817,-0.00230842278591563,0.0141866470456472,-0.055566313264064,0.0410443536183538,-0.0812425324480937,-0.0077235457047495,0.0393066226204562,0.0566298227041417,0.0098172578126607,0.196838925183107,0.0376677602893639,0.036391446392709,-0.0722184499168355,0.00110229206282174,-0.0133994612943889,0.0326165494103824,3.08265691614826e-05,0.00108400605576465,-0.077448093663575,0.0253373080555067,-0.00997330072534928,0.000360991678203583,0.00833193703172788,-0.0343857729693182,-0.0221982658833546,-0.0108317647517632,0.000198521303051521,-0.0560496170824027,0.018043911394239,2.3554669628678e-05,0.00987383639216808,-1.96199089331022e-05,0.000811395792194453,-0.0394579943016547,2.59694313960285e-06,-0.00882899722058762,1.66168094735648e-05,0.0464967089542736,0.000261985901074658,1.0117167102814e-05,1,1523,-0.164711202906508,-241.557083313506,44,571.114166627012,804.895863658985,"group-scad","elementwise",0.239294397161523,44,"Model11",-1174.98420887216,242,2833.96841774433,4119.92903099962,0.243173623553471,242,-0.804016248732225,0.168731413410107,0.328886414466944,0.235329370404136
3,10.8458559525707,0.0061393116,0.0284630220152091,0.156821704679198,-0.0218461744049545,0.0569533971813018,-0.0486672953423935,0.0396452407759078,0.136288378377279,0.105881490054781,0.0714687909009457,-0.0600495879866354,-0.00475726852287557,0.0589602976544483,0.0738690252965988,0.00177915232324284,0.0712746319863509,0.12892189982325,0.00432328355255439,-0.0447497170503784,0.129208931983453,0.0710899765682341,0.172468109862997,-0.0344430514031151,0.0344900864367305,-0.0695527392607098,0.0248248962976961,0.0205010843692226,0.0787219255858406,0.00306250077734433,-0.00555995893943822,-0.0484651089159111,-0.00690249394463282,0.0395304382530737,0.00550431944809773,-0.000234225799673745,-0.0251573636612501,-0.00714151340510706,-0.0140730220714359,-0.00343277757864493,-0.0222794524676041,-0.0210060039838098,0.0420295347947643,0.0096271758753651,-0.0193096964237307,0.0331524267193282,-0.0260356489484179,0.0011600334606489,-0.0434695309362203,0.033169787214135,-0.0247408830254552,0.0164756851636353,0.00255701496544412,1,1107,-0.142035536048868,-206.889141945647,50,513.778283891294,779.439303245809,"group-scad","elementwise",0.242984887075421,50,"Model11",-1174.98420887216,242,2833.96841774433,4119.92903099962,0.243173623553471,242,-0.804016248732225,0.168731413410107,0.328886414466944,0.235329370404136
4,10.8458559525707,0.0061393116,0.0374889286360328,0.0857570134770548,0.0511889782393113,0.0573061105039586,0.0848223594274179,-0.0181492356651888,-0.00627181296059311,0.14129698545399,0.0616400991363812,0.139656799164208,0.0910848651076395,-0.00158683913258593,0.0102329462893683,-0.0655308664451962,0.161703083029693,0.0378052792117595,-0.030333384241167,0.025855123026777,0.0134675571408853,0.0503426253247631,0.0190484708561247,0.00845523982882728,0.0305755948927661,-0.0100138481012715,0.011555509272522,-0.0559703896745125,-0.0019813506003609,0.00511950571838668,0.000396293915524329,-0.025931594255889,0.0371477815132026,0.0302602792537344,-0.017963411906975,0.00225407551595048,-0.0101378027427821,-0.00916250782282234,-0.00122538091150834,0.0187763521703531,-0.0667116164111756,-0.0026859632749753,0.0293513698068534,0.0475424528831696,-0.0473941155068562,0.0379915937244208,-0.0365010348023159,0.0152870821914759,-3.82636326113208e-05,0.0369901484834638,0.0318049700297352,-0.0608424630695479,0.00230897572213413,1,1058,-0.183058617637287,-268.032532637251,49,634.065065274503,894.412864241927,"group-scad","elementwise",0.246340945349663,49,"Model11",-1174.98420887216,242,2833.96841774433,4119.92903099962,0.243173623553471,242,-0.804016248732225,0.168731413410107,0.328886414466944,0.235329370404136
5,10.8458559525707,0.0061393116,0.0301659540120317,0.0568928116249779,0.0587185059921626,0.0140459782578325,0.0231239957715323,-0.00472492859960468,0.183358904898264,0.12724771360995,0.0507953582196952,0.0715260452955215,0.00439428214511242,0.0487421928554092,0.0946980068768307,-0.0462947880932843,0.185549590372576,0.0321327066242233,0.0618428987909202,0.0534703427808572,0.182485051980047,0.153201593777481,-0.0488360807951221,-0.0274445913844526,0.0591965156431361,-0.0308432723580035,0.0482625776712117,0.0915276251985453,0.0300409777913414,0.0130969975100668,-0.00507109753105625,-0.0420989591155316,-0.0190465559383844,0.0654778482271814,0.0220327714364809,0.00183017118243661,-0.00458320801188665,-0.00777678162528215,-0.00502309610108245,0.0588421486665768,-0.0823062234883881,-0.0273688578283614,0.0503860375511043,0.0133957718937812,0.0143316715016095,0.00279422965681526,-0.0225684071416998,0.0345156298888493,0.00156319802956057,0.0338389598271859,-3.30575375473371e-05,-0.0214582952693481,0.0279926864094813,1,1894,-0.096219100775625,-136.325366246476,49,370.650732492952,630.998531460376,"group-scad","elementwise",0.240305669298726,49,"Model11",-1174.98420887216,242,2833.96841774433,4119.92903099962,0.243173623553471,242,-0.804016248732225,0.168731413410107,0.328886414466944,0.235329370404136
1,10.8458559525707,0.0037808841,0.0461488199558864,0.00520967202432202,-0.00374021744596349,0.00362923605836523,0.139136851767706,0.00333306542426272,0.0119818554126656,0.0144077694907707,0.0257180951639704,-0.0336066227566711,-0.0416996116881096,0.0490510738920484,0.0491096984888604,-0.0651285603170721,0.0902065112972009,0.0148385847261269,0.0233169208948691,-0.0267579433392314,0.0900118693331114,0.00217003495258274,0.016842356199955,-0.0185089833152723,0.0570985981261216,-0.0711620662523716,0.0218474929802316,-0.0102820901980257,0.0497999707343165,0.00729000310744376,-0.0649592857397952,-0.00323561429479551,0.0142121857725287,0.0478240203873032,0.0238988319341041,-0.0107080739699809,-0.0441450431290741,0.0133867230623301,0.0256326949467208,0.0884921918143548,-0.0502758466530923,-0.0333839215551434,-0.0305757080323037,-0.00694582903919781,-0.028628384655704,0.018621100401668,-0.0477673991631097,0.0431507838436971,-0.0573396012094493,0.0278436381311635,-0.019449102111593,0.0676276926912851,0.0441760980729083,4,1415,-0.215247422235505,-318.282703195657,50,736.565406391313,1002.22642574583,"group-scad","elementwise",0.246953878101446,50,"Model12",-1174.1862119955,246,2840.37242399101,4147.58858457284,0.24311514733334,246,-0.790949506399867,0.169506784824173,0.330787782293261,0.236638455713246
2,10.8458559525707,0.0037808841,0.0295021205817548,0.0102799060668828,0.0769489620387195,0.107875519568974,0.0843893750765031,0.065973677011137,0.125289441313336,0.0282546665775489,0.154941327751991,0.0558355334855429,0.00216169906151298,-0.0012966215748239,0.0184649883504843,-0.0548183939466267,0.0411900838486403,-0.0858716087604747,-0.00375416859630135,0.0384291794507301,0.0576712335541561,0.00881767911166425,0.19439127854887,0.0350502102471964,0.0375315161558798,-0.0703858691944152,0.000268466244797611,-0.0146218925530547,0.030043898527378,-0.000338472304100136,0.00319597686809901,-0.0783622810464918,0.0284216401792453,-0.0114595327288317,0.0130902289868275,0.00689385560744239,-0.0361307103373991,-0.027775011447063,-0.0157664597796497,0.0184639588763881,-0.0631763090891064,0.0153489385964252,-3.57983014617761e-05,0.0114915943504624,0.0020646240776039,-0.00300220429617053,-0.0423504305818281,4.97378336491375e-05,-0.024294177638597,0.00311305850583142,0.0480797133822866,0.00626603379687068,-9.36970249465869e-06,1,1420,-0.162334249039604,-241.048357588152,47,576.096715176303,825.818073369548,"group-scad","elementwise",0.239281232981881,47,"Model12",-1174.1862119955,246,2840.37242399101,4147.58858457284,0.24311514733334,246,-0.790949506399867,0.169506784824173,0.330787782293261,0.236638455713246
3,10.8458559525707,0.0037808841,0.0284955274902992,0.155990383377957,-0.0206145459331029,0.0565768599277807,-0.0481262244222223,0.0386717348340339,0.137403040467842,0.106647458885751,0.0705416474760089,-0.0602030198402708,-0.00666820919352126,0.0588494658270903,0.0746194135777786,0.00166767423804704,0.0710895094679961,0.128011289506036,0.0036744952816384,-0.0439783514254395,0.130023965085202,0.0718825654859703,0.171288017733137,-0.0337004916981392,0.03482166631665,-0.0696203199334112,0.0265361391246578,0.0181616203387677,0.0795501469641155,0.0019196513870464,-0.00844064273437773,-0.0475707896599859,-0.00562067022806672,0.0411228588598106,0.00881206698901452,-0.00276543573465552,-0.0252658900187176,-0.00908078267835553,-0.0106953131210936,-0.00267637981476585,-0.0222832683541564,-0.0224796036484375,0.0384425311072456,0.0115597782426386,-0.0182778303142982,0.0310334217249436,-0.0269810729403598,0.00198180855275973,-0.0450864583696825,0.0298453050795563,-0.0286456450001689,0.0170169884524941,0.0178337041699815,1,1228,-0.139347555793741,-206.753615014779,50,513.507230029558,779.168249384073,"group-scad","elementwise",0.242834165583989,50,"Model12",-1174.1862119955,246,2840.37242399101,4147.58858457284,0.24311514733334,246,-0.790949506399867,0.169506784824173,0.330787782293261,0.236638455713246
4,10.8458559525707,0.0037808841,0.0375406416224669,0.0853890778639579,0.0514142697441263,0.0577379888255509,0.0849321348182094,-0.0187679812832541,-0.00608020747992928,0.141673931726046,0.0616375730453926,0.139555952265711,0.0901630772569095,-0.00218469344715663,0.00955752028063538,-0.0645570895823706,0.161244638864471,0.0382385254690827,-0.0302526632255604,0.0264057563512665,0.0134392915321141,0.0507444219499433,0.0185812198679547,0.00880789655363007,0.0300807651010992,-0.0103420824165034,0.0126733512297513,-0.0571348788005333,-0.00103154998088674,0.00495579533415234,-0.0012693539018122,-0.0256720258796961,0.0371665120627718,0.0312108317829955,-0.0169889941060483,0.00154334787494967,-0.010484907354943,-0.00991099896510041,-0.000523270893354919,0.0195314764537241,-0.0670053030002727,-0.00266301740580749,0.0278601966569367,0.0479055929876007,-0.0476977020055159,0.0365454901601449,-0.0371096697175819,0.0181628832708137,-0.00264285152919403,0.0365913036833159,0.0307108190022516,-0.0614742970015064,0.00762978614719348,4,892,-0.180409973363561,-267.967827023571,50,635.935654047142,901.596673401657,"group-scad","elementwise",0.246328287471489,50,"Model12",-1174.1862119955,246,2840.37242399101,4147.58858457284,0.24311514733334,246,-0.790949506399867,0.169506784824173,0.330787782293261,0.236638455713246
5,10.8458559525707,0.0037808841,0.0298216844347608,0.0578675117010138,0.0588112671814456,0.0128796993553302,0.0235624017200987,-0.00500459830559245,0.183240196142373,0.128806925385624,0.0495379797109837,0.0716248371464123,0.00339901720452825,0.0498739414682354,0.0951493730170614,-0.0463746814121756,0.185556213964991,0.0304469275352854,0.0635672260517975,0.0527181037418716,0.181457920656496,0.151499597216359,-0.047945427408626,-0.0252107191716881,0.0575697743969933,-0.0298870679778012,0.0487468549925049,0.0907951855721725,0.0298872801440969,0.0123880797848163,-0.00429700364022514,-0.0408971301623133,-0.0173230876757583,0.0656964676696455,0.0206164287295457,0.00285964896554604,-0.00261827098518903,-0.0076715343674166,-0.00685217080995691,0.0586958239055046,-0.0840944225396637,-0.0265619795848312,0.0519841400034766,0.0228379649298696,0.0116395347912815,0.00513231841677923,-0.0251126396127339,0.0323943857540278,0.00738773141557919,0.033798272632568,-7.26022145225591e-05,-0.0249882284091089,0.0284886489068163,1,2073,-0.0936103059674565,-136.221678837806,49,370.443357675613,630.791156643038,"group-scad","elementwise",0.240178172527897,49,"Model12",-1174.1862119955,246,2840.37242399101,4147.58858457284,0.24311514733334,246,-0.790949506399867,0.169506784824173,0.330787782293261,0.236638455713246
